# gapseq version: 2.1.0 53f3b612
# Transporter sequence DB md5sum: b99a77e (2026-06-08)
# genome_format=prot
id	tc	sub	sub_gapseq	exid	rea	qseqid	pident	evalue	bitscore	qcovs	stitle	sstart	send	comment
gnl|TC-DB|Q7A4Q7|2.A.21.2.2	2.A.21.2.2	proline	L-Proline	EX_cpd00129_e0	rxn05221,rxn05638,rxn09191,rxn09192,rxn12451,rxn34526,rxn34527	gnl|TC-DB|Q7A4Q7|2.A.21.2.2	29.263	7.71e-35	133	88	BJKHBEAE_03462 Sodium/pantothenate symporter	12	454	transporter
gnl|TC-DB|Q7A4Q7|2.A.21.2.2	2.A.21.2.2	Sodium	Sodium	EX_cpd00971_e0	rxn10576,rxn13753,rxn25832,rxn27363,rxn30509,rxn37569,rxn37570,rxn37571	gnl|TC-DB|Q7A4Q7|2.A.21.2.2	29.263	7.71e-35	133	88	BJKHBEAE_03462 Sodium/pantothenate symporter	12	454	transporter
gnl|TC-DB|Q7A4Q7|2.A.21.2.2	2.A.21.2.2	proline	L-Proline	EX_cpd00129_e0	rxn05221,rxn05638,rxn09191,rxn09192,rxn12451,rxn34526,rxn34527	gnl|TC-DB|Q7A4Q7|2.A.21.2.2	25.417	7.62e-31	122	90	BJKHBEAE_01753 Cation/acetate symporter ActP	27	494	transporter
gnl|TC-DB|Q7A4Q7|2.A.21.2.2	2.A.21.2.2	Sodium	Sodium	EX_cpd00971_e0	rxn10576,rxn13753,rxn25832,rxn27363,rxn30509,rxn37569,rxn37570,rxn37571	gnl|TC-DB|Q7A4Q7|2.A.21.2.2	25.417	7.62e-31	122	90	BJKHBEAE_01753 Cation/acetate symporter ActP	27	494	transporter
gnl|TC-DB|Q9I5F5|2.A.21.2.3	2.A.21.2.3	L-Proline	L-Proline	EX_cpd00129_e0	rxn05221,rxn05638,rxn09191,rxn09192,rxn12451,rxn34526,rxn34527	gnl|TC-DB|Q9I5F5|2.A.21.2.3	78.384	0	762	98	BJKHBEAE_03613 Sodium/proline symporter	1	494	transporter
gnl|TC-DB|Q9I5F5|2.A.21.2.3	2.A.21.2.3	L-Proline	L-Proline	EX_cpd00129_e0	rxn05221,rxn05638,rxn09191,rxn09192,rxn12451,rxn34526,rxn34527	gnl|TC-DB|Q9I5F5|2.A.21.2.3	26.496	1.77e-29	118	88	BJKHBEAE_01753 Cation/acetate symporter ActP	32	488	transporter
gnl|TC-DB|Q9I5F5|2.A.21.2.3	2.A.21.2.3	L-Proline	L-Proline	EX_cpd00129_e0	rxn05221,rxn05638,rxn09191,rxn09192,rxn12451,rxn34526,rxn34527	gnl|TC-DB|Q9I5F5|2.A.21.2.3	28.898	1.06e-29	118	92	BJKHBEAE_03462 Sodium/pantothenate symporter	14	479	transporter
gnl|TC-DB|Q9I5F5|2.A.21.2.3	2.A.21.2.3	L-Proline	L-Proline	EX_cpd00129_e0	rxn05221,rxn05638,rxn09191,rxn09192,rxn12451,rxn34526,rxn34527	gnl|TC-DB|Q9I5F5|2.A.21.2.3	24.402	2.02e-14	72.4	77	BJKHBEAE_02096 putative symporter YidK	1	401	transporter
gnl|TC-DB|J7JIE8|2.A.21.2.4	2.A.21.2.4	proline	L-Proline	EX_cpd00129_e0	rxn05221,rxn05638,rxn09191,rxn09192,rxn12451,rxn34526,rxn34527	gnl|TC-DB|J7JIE8|2.A.21.2.4	54.255	2.11e-168	481	99	BJKHBEAE_03613 Sodium/proline symporter	18	486	transporter
gnl|TC-DB|J7JIE8|2.A.21.2.4	2.A.21.2.4	proline	L-Proline	EX_cpd00129_e0	rxn05221,rxn05638,rxn09191,rxn09192,rxn12451,rxn34526,rxn34527	gnl|TC-DB|J7JIE8|2.A.21.2.4	24.424	7.77e-33	128	89	BJKHBEAE_01753 Cation/acetate symporter ActP	49	474	transporter
gnl|TC-DB|J7JIE8|2.A.21.2.4	2.A.21.2.4	proline	L-Proline	EX_cpd00129_e0	rxn05221,rxn05638,rxn09191,rxn09192,rxn12451,rxn34526,rxn34527	gnl|TC-DB|J7JIE8|2.A.21.2.4	28.132	3.34e-32	125	87	BJKHBEAE_03462 Sodium/pantothenate symporter	19	432	transporter
gnl|TC-DB|J7JIE8|2.A.21.2.4	2.A.21.2.4	proline	L-Proline	EX_cpd00129_e0	rxn05221,rxn05638,rxn09191,rxn09192,rxn12451,rxn34526,rxn34527	gnl|TC-DB|J7JIE8|2.A.21.2.4	22.371	3.57e-13	68.6	87	BJKHBEAE_02096 putative symporter YidK	29	448	transporter
gnl|TC-DB|M1TZ79|2.A.21.2.5	2.A.21.2.5	proline	L-Proline	EX_cpd00129_e0	rxn05221,rxn05638,rxn09191,rxn09192,rxn12451,rxn34526,rxn34527	gnl|TC-DB|M1TZ79|2.A.21.2.5	49.485	4.4e-165	473	98	BJKHBEAE_03613 Sodium/proline symporter	3	484	transporter
gnl|TC-DB|M1TZ79|2.A.21.2.5	2.A.21.2.5	proline	L-Proline	EX_cpd00129_e0	rxn05221,rxn05638,rxn09191,rxn09192,rxn12451,rxn34526,rxn34527	gnl|TC-DB|M1TZ79|2.A.21.2.5	29.832	1.34e-41	152	92	BJKHBEAE_03462 Sodium/pantothenate symporter	1	454	transporter
gnl|TC-DB|M1TZ79|2.A.21.2.5	2.A.21.2.5	proline	L-Proline	EX_cpd00129_e0	rxn05221,rxn05638,rxn09191,rxn09192,rxn12451,rxn34526,rxn34527	gnl|TC-DB|M1TZ79|2.A.21.2.5	27.594	2.02e-38	144	89	BJKHBEAE_01753 Cation/acetate symporter ActP	34	479	transporter
gnl|TC-DB|M1TZ79|2.A.21.2.5	2.A.21.2.5	proline	L-Proline	EX_cpd00129_e0	rxn05221,rxn05638,rxn09191,rxn09192,rxn12451,rxn34526,rxn34527	gnl|TC-DB|M1TZ79|2.A.21.2.5	21.795	1.89e-09	56.6	75	BJKHBEAE_02096 putative symporter YidK	18	393	transporter
gnl|TC-DB|O24896|2.A.21.2.6	2.A.21.2.6	proline	L-Proline	EX_cpd00129_e0	rxn05221,rxn05638,rxn09191,rxn09192,rxn12451,rxn34526,rxn34527	gnl|TC-DB|O24896|2.A.21.2.6	50.101	1.33e-165	475	99	BJKHBEAE_03613 Sodium/proline symporter	1	492	transporter
gnl|TC-DB|O24896|2.A.21.2.6	2.A.21.2.6	Sodium	Sodium	EX_cpd00971_e0	rxn10576,rxn13753,rxn25832,rxn27363,rxn30509,rxn37569,rxn37570,rxn37571	gnl|TC-DB|O24896|2.A.21.2.6	50.101	1.33e-165	475	99	BJKHBEAE_03613 Sodium/proline symporter	1	492	transporter
gnl|TC-DB|O24896|2.A.21.2.6	2.A.21.2.6	proline	L-Proline	EX_cpd00129_e0	rxn05221,rxn05638,rxn09191,rxn09192,rxn12451,rxn34526,rxn34527	gnl|TC-DB|O24896|2.A.21.2.6	27.216	2.46e-34	132	94	BJKHBEAE_03462 Sodium/pantothenate symporter	5	471	transporter
gnl|TC-DB|O24896|2.A.21.2.6	2.A.21.2.6	Sodium	Sodium	EX_cpd00971_e0	rxn10576,rxn13753,rxn25832,rxn27363,rxn30509,rxn37569,rxn37570,rxn37571	gnl|TC-DB|O24896|2.A.21.2.6	27.216	2.46e-34	132	94	BJKHBEAE_03462 Sodium/pantothenate symporter	5	471	transporter
gnl|TC-DB|O24896|2.A.21.2.6	2.A.21.2.6	proline	L-Proline	EX_cpd00129_e0	rxn05221,rxn05638,rxn09191,rxn09192,rxn12451,rxn34526,rxn34527	gnl|TC-DB|O24896|2.A.21.2.6	22.676	9.25e-23	98.2	85	BJKHBEAE_01753 Cation/acetate symporter ActP	36	464	transporter
gnl|TC-DB|O24896|2.A.21.2.6	2.A.21.2.6	Sodium	Sodium	EX_cpd00971_e0	rxn10576,rxn13753,rxn25832,rxn27363,rxn30509,rxn37569,rxn37570,rxn37571	gnl|TC-DB|O24896|2.A.21.2.6	22.676	9.25e-23	98.2	85	BJKHBEAE_01753 Cation/acetate symporter ActP	36	464	transporter
gnl|TC-DB|Q8PXA6|2.A.21.2.7	2.A.21.2.7	proline	L-Proline	EX_cpd00129_e0	rxn05221,rxn05638,rxn09191,rxn09192,rxn12451,rxn34526,rxn34527	gnl|TC-DB|Q8PXA6|2.A.21.2.7	48.184	3.33e-127	374	96	BJKHBEAE_03613 Sodium/proline symporter	77	484	transporter
gnl|TC-DB|Q8PXA6|2.A.21.2.7	2.A.21.2.7	Sodium	Sodium	EX_cpd00971_e0	rxn10576,rxn13753,rxn25832,rxn27363,rxn30509,rxn37569,rxn37570,rxn37571	gnl|TC-DB|Q8PXA6|2.A.21.2.7	48.184	3.33e-127	374	96	BJKHBEAE_03613 Sodium/proline symporter	77	484	transporter
gnl|TC-DB|Q8PXA6|2.A.21.2.7	2.A.21.2.7	proline	L-Proline	EX_cpd00129_e0	rxn05221,rxn05638,rxn09191,rxn09192,rxn12451,rxn34526,rxn34527	gnl|TC-DB|Q8PXA6|2.A.21.2.7	28.535	4.5e-30	118	90	BJKHBEAE_03462 Sodium/pantothenate symporter	84	454	transporter
gnl|TC-DB|Q8PXA6|2.A.21.2.7	2.A.21.2.7	Sodium	Sodium	EX_cpd00971_e0	rxn10576,rxn13753,rxn25832,rxn27363,rxn30509,rxn37569,rxn37570,rxn37571	gnl|TC-DB|Q8PXA6|2.A.21.2.7	28.535	4.5e-30	118	90	BJKHBEAE_03462 Sodium/pantothenate symporter	84	454	transporter
gnl|TC-DB|Q8PXA6|2.A.21.2.7	2.A.21.2.7	proline	L-Proline	EX_cpd00129_e0	rxn05221,rxn05638,rxn09191,rxn09192,rxn12451,rxn34526,rxn34527	gnl|TC-DB|Q8PXA6|2.A.21.2.7	25.07	4.26e-23	98.6	77	BJKHBEAE_01753 Cation/acetate symporter ActP	139	488	transporter
gnl|TC-DB|Q8PXA6|2.A.21.2.7	2.A.21.2.7	Sodium	Sodium	EX_cpd00971_e0	rxn10576,rxn13753,rxn25832,rxn27363,rxn30509,rxn37569,rxn37570,rxn37571	gnl|TC-DB|Q8PXA6|2.A.21.2.7	25.07	4.26e-23	98.6	77	BJKHBEAE_01753 Cation/acetate symporter ActP	139	488	transporter
gnl|TC-DB|Q8ZQ35|2.A.21.3.10	2.A.21.3.10	glucose	D-Glucose	EX_cpd00027_e0	rxn05573,rxn08616,rxn09679,rxn09875,rxn08617	gnl|TC-DB|Q8ZQ35|2.A.21.3.10	21.598	2.82e-22	97.1	89	BJKHBEAE_02096 putative symporter YidK	11	460	transporter
gnl|TC-DB|Q8ZQ35|2.A.21.3.10	2.A.21.3.10	Sodium	Sodium	EX_cpd00971_e0	rxn10576,rxn13753,rxn25832,rxn27363,rxn30509,rxn37569,rxn37570,rxn37571	gnl|TC-DB|Q8ZQ35|2.A.21.3.10	21.598	2.82e-22	97.1	89	BJKHBEAE_02096 putative symporter YidK	11	460	transporter
gnl|TC-DB|Q8ZQ35|2.A.21.3.10	2.A.21.3.10	glucose	D-Glucose	EX_cpd00027_e0	rxn05573,rxn08616,rxn09679,rxn09875,rxn08617	gnl|TC-DB|Q8ZQ35|2.A.21.3.10	23.276	2.52e-11	62.4	89	BJKHBEAE_03462 Sodium/pantothenate symporter	7	446	transporter
gnl|TC-DB|Q8ZQ35|2.A.21.3.10	2.A.21.3.10	Sodium	Sodium	EX_cpd00971_e0	rxn10576,rxn13753,rxn25832,rxn27363,rxn30509,rxn37569,rxn37570,rxn37571	gnl|TC-DB|Q8ZQ35|2.A.21.3.10	23.276	2.52e-11	62.4	89	BJKHBEAE_03462 Sodium/pantothenate symporter	7	446	transporter
gnl|TC-DB|A0PJK1|2.A.21.3.15	2.A.21.3.15	glucose	D-Glucose	EX_cpd00027_e0	rxn05573,rxn08616,rxn09679,rxn09875,rxn08617	gnl|TC-DB|A0PJK1|2.A.21.3.15	24.297	1.93e-16	79	80	BJKHBEAE_03462 Sodium/pantothenate symporter	2	443	transporter
gnl|TC-DB|A0PJK1|2.A.21.3.15	2.A.21.3.15	Sodium	Sodium	EX_cpd00971_e0	rxn10576,rxn13753,rxn25832,rxn27363,rxn30509,rxn37569,rxn37570,rxn37571	gnl|TC-DB|A0PJK1|2.A.21.3.15	24.297	1.93e-16	79	80	BJKHBEAE_03462 Sodium/pantothenate symporter	2	443	transporter
gnl|TC-DB|A0PJK1|2.A.21.3.15	2.A.21.3.15	glucose	D-Glucose	EX_cpd00027_e0	rxn05573,rxn08616,rxn09679,rxn09875,rxn08617	gnl|TC-DB|A0PJK1|2.A.21.3.15	22.718	2.47e-09	56.6	75	BJKHBEAE_03613 Sodium/proline symporter	27	443	transporter
gnl|TC-DB|A0PJK1|2.A.21.3.15	2.A.21.3.15	Sodium	Sodium	EX_cpd00971_e0	rxn10576,rxn13753,rxn25832,rxn27363,rxn30509,rxn37569,rxn37570,rxn37571	gnl|TC-DB|A0PJK1|2.A.21.3.15	22.718	2.47e-09	56.6	75	BJKHBEAE_03613 Sodium/proline symporter	27	443	transporter
gnl|TC-DB|A0PJK1|2.A.21.3.15	2.A.21.3.15	glucose	D-Glucose	EX_cpd00027_e0	rxn05573,rxn08616,rxn09679,rxn09875,rxn08617	gnl|TC-DB|A0PJK1|2.A.21.3.15	19.348	4.35e-05	43.1	80	BJKHBEAE_01753 Cation/acetate symporter ActP	36	480	transporter
gnl|TC-DB|A0PJK1|2.A.21.3.15	2.A.21.3.15	Sodium	Sodium	EX_cpd00971_e0	rxn10576,rxn13753,rxn25832,rxn27363,rxn30509,rxn37569,rxn37570,rxn37571	gnl|TC-DB|A0PJK1|2.A.21.3.15	19.348	4.35e-05	43.1	80	BJKHBEAE_01753 Cation/acetate symporter ActP	36	480	transporter
gnl|TC-DB|Q9NY91|2.A.21.3.18	2.A.21.3.18	glucose	D-Glucose	EX_cpd00027_e0	rxn05573,rxn08616,rxn09679,rxn09875,rxn08617	gnl|TC-DB|Q9NY91|2.A.21.3.18	18.533	0.00022	41.2	75	BJKHBEAE_01753 Cation/acetate symporter ActP	10	477	transporter
gnl|TC-DB|Q9NY91|2.A.21.3.18	2.A.21.3.18	Sodium	Sodium	EX_cpd00971_e0	rxn10576,rxn13753,rxn25832,rxn27363,rxn30509,rxn37569,rxn37570,rxn37571	gnl|TC-DB|Q9NY91|2.A.21.3.18	18.533	0.00022	41.2	75	BJKHBEAE_01753 Cation/acetate symporter ActP	10	477	transporter
gnl|TC-DB|Q8AAV7|2.A.21.3.19	2.A.21.3.19	arabinose	D-Arabinose	EX_cpd00185_e0	rxn12574	gnl|TC-DB|Q8AAV7|2.A.21.3.19	26.847	1.42e-52	185	97	BJKHBEAE_02096 putative symporter YidK	12	519	transporter
gnl|TC-DB|Q8AAV7|2.A.21.3.19	2.A.21.3.19	arabinose	L-Arabinose	EX_cpd00224_e0	rxn05500,rxn08140,rxn08141	gnl|TC-DB|Q8AAV7|2.A.21.3.19	26.847	1.42e-52	185	97	BJKHBEAE_02096 putative symporter YidK	12	519	transporter
gnl|TC-DB|Q8AAV7|2.A.21.3.19	2.A.21.3.19	arabinose	D-Arabinose	EX_cpd00185_e0	rxn12574	gnl|TC-DB|Q8AAV7|2.A.21.3.19	24.894	9.85e-19	85.9	79	BJKHBEAE_03462 Sodium/pantothenate symporter	12	432	transporter
gnl|TC-DB|Q8AAV7|2.A.21.3.19	2.A.21.3.19	arabinose	L-Arabinose	EX_cpd00224_e0	rxn05500,rxn08140,rxn08141	gnl|TC-DB|Q8AAV7|2.A.21.3.19	24.894	9.85e-19	85.9	79	BJKHBEAE_03462 Sodium/pantothenate symporter	12	432	transporter
gnl|TC-DB|Q8AAV7|2.A.21.3.19	2.A.21.3.19	arabinose	D-Arabinose	EX_cpd00185_e0	rxn12574	gnl|TC-DB|Q8AAV7|2.A.21.3.19	24.412	3.93e-16	78.2	94	BJKHBEAE_03613 Sodium/proline symporter	15	498	transporter
gnl|TC-DB|Q8AAV7|2.A.21.3.19	2.A.21.3.19	arabinose	L-Arabinose	EX_cpd00224_e0	rxn05500,rxn08140,rxn08141	gnl|TC-DB|Q8AAV7|2.A.21.3.19	24.412	3.93e-16	78.2	94	BJKHBEAE_03613 Sodium/proline symporter	15	498	transporter
gnl|TC-DB|Q8AAV7|2.A.21.3.19	2.A.21.3.19	arabinose	D-Arabinose	EX_cpd00185_e0	rxn12574	gnl|TC-DB|Q8AAV7|2.A.21.3.19	22.581	3.76e-05	43.1	79	BJKHBEAE_01753 Cation/acetate symporter ActP	41	464	transporter
gnl|TC-DB|Q8AAV7|2.A.21.3.19	2.A.21.3.19	arabinose	L-Arabinose	EX_cpd00224_e0	rxn05500,rxn08140,rxn08141	gnl|TC-DB|Q8AAV7|2.A.21.3.19	22.581	3.76e-05	43.1	79	BJKHBEAE_01753 Cation/acetate symporter ActP	41	464	transporter
gnl|TC-DB|P96169|2.A.21.3.2	2.A.21.3.2	glucose	D-Glucose	EX_cpd00027_e0	rxn05573,rxn08616,rxn09679,rxn09875,rxn08617	gnl|TC-DB|P96169|2.A.21.3.2	31.808	1.8e-61	209	81	BJKHBEAE_02096 putative symporter YidK	23	456	transporter
gnl|TC-DB|P96169|2.A.21.3.2	2.A.21.3.2	galactose	Galactose	EX_cpd00108_e0	rxn05566,rxn08584,rxn34374	gnl|TC-DB|P96169|2.A.21.3.2	31.808	1.8e-61	209	81	BJKHBEAE_02096 putative symporter YidK	23	456	transporter
gnl|TC-DB|P96169|2.A.21.3.2	2.A.21.3.2	Sodium	Sodium	EX_cpd00971_e0	rxn10576,rxn13753,rxn25832,rxn27363,rxn30509,rxn37569,rxn37570,rxn37571	gnl|TC-DB|P96169|2.A.21.3.2	31.808	1.8e-61	209	81	BJKHBEAE_02096 putative symporter YidK	23	456	transporter
gnl|TC-DB|P96169|2.A.21.3.2	2.A.21.3.2	glucose	D-Glucose	EX_cpd00027_e0	rxn05573,rxn08616,rxn09679,rxn09875,rxn08617	gnl|TC-DB|P96169|2.A.21.3.2	25.27	5.81e-16	77.4	82	BJKHBEAE_03462 Sodium/pantothenate symporter	6	426	transporter
gnl|TC-DB|P96169|2.A.21.3.2	2.A.21.3.2	galactose	Galactose	EX_cpd00108_e0	rxn05566,rxn08584,rxn34374	gnl|TC-DB|P96169|2.A.21.3.2	25.27	5.81e-16	77.4	82	BJKHBEAE_03462 Sodium/pantothenate symporter	6	426	transporter
gnl|TC-DB|P96169|2.A.21.3.2	2.A.21.3.2	Sodium	Sodium	EX_cpd00971_e0	rxn10576,rxn13753,rxn25832,rxn27363,rxn30509,rxn37569,rxn37570,rxn37571	gnl|TC-DB|P96169|2.A.21.3.2	25.27	5.81e-16	77.4	82	BJKHBEAE_03462 Sodium/pantothenate symporter	6	426	transporter
gnl|TC-DB|P96169|2.A.21.3.2	2.A.21.3.2	glucose	D-Glucose	EX_cpd00027_e0	rxn05573,rxn08616,rxn09679,rxn09875,rxn08617	gnl|TC-DB|P96169|2.A.21.3.2	21.519	3.12e-14	72	83	BJKHBEAE_03613 Sodium/proline symporter	8	435	transporter
gnl|TC-DB|P96169|2.A.21.3.2	2.A.21.3.2	galactose	Galactose	EX_cpd00108_e0	rxn05566,rxn08584,rxn34374	gnl|TC-DB|P96169|2.A.21.3.2	21.519	3.12e-14	72	83	BJKHBEAE_03613 Sodium/proline symporter	8	435	transporter
gnl|TC-DB|P96169|2.A.21.3.2	2.A.21.3.2	Sodium	Sodium	EX_cpd00971_e0	rxn10576,rxn13753,rxn25832,rxn27363,rxn30509,rxn37569,rxn37570,rxn37571	gnl|TC-DB|P96169|2.A.21.3.2	21.519	3.12e-14	72	83	BJKHBEAE_03613 Sodium/proline symporter	8	435	transporter
gnl|TC-DB|P96169|2.A.21.3.2	2.A.21.3.2	glucose	D-Glucose	EX_cpd00027_e0	rxn05573,rxn08616,rxn09679,rxn09875,rxn08617	gnl|TC-DB|P96169|2.A.21.3.2	20.217	1.28e-10	60.5	82	BJKHBEAE_01753 Cation/acetate symporter ActP	36	464	transporter
gnl|TC-DB|P96169|2.A.21.3.2	2.A.21.3.2	galactose	Galactose	EX_cpd00108_e0	rxn05566,rxn08584,rxn34374	gnl|TC-DB|P96169|2.A.21.3.2	20.217	1.28e-10	60.5	82	BJKHBEAE_01753 Cation/acetate symporter ActP	36	464	transporter
gnl|TC-DB|P96169|2.A.21.3.2	2.A.21.3.2	Sodium	Sodium	EX_cpd00971_e0	rxn10576,rxn13753,rxn25832,rxn27363,rxn30509,rxn37569,rxn37570,rxn37571	gnl|TC-DB|P96169|2.A.21.3.2	20.217	1.28e-10	60.5	82	BJKHBEAE_01753 Cation/acetate symporter ActP	36	464	transporter
gnl|TC-DB|P31448|2.A.21.3.21	2.A.21.3.21	Sodium	Sodium	EX_cpd00971_e0	rxn10576,rxn13753,rxn25832,rxn27363,rxn30509,rxn37569,rxn37570,rxn37571	gnl|TC-DB|P31448|2.A.21.3.21	100	0	1144	100	BJKHBEAE_02096 putative symporter YidK	1	571	transporter
gnl|TC-DB|P31448|2.A.21.3.21	2.A.21.3.21	Sodium	Sodium	EX_cpd00971_e0	rxn10576,rxn13753,rxn25832,rxn27363,rxn30509,rxn37569,rxn37570,rxn37571	gnl|TC-DB|P31448|2.A.21.3.21	23.305	7.29e-14	70.9	80	BJKHBEAE_03462 Sodium/pantothenate symporter	6	450	transporter
gnl|TC-DB|P31636|2.A.21.3.4	2.A.21.3.4	glucose	D-Glucose	EX_cpd00027_e0	rxn05573,rxn08616,rxn09679,rxn09875,rxn08617	gnl|TC-DB|P31636|2.A.21.3.4	24.706	1.15e-43	162	75	BJKHBEAE_02096 putative symporter YidK	2	474	transporter
gnl|TC-DB|P31636|2.A.21.3.4	2.A.21.3.4	Sodium	Sodium	EX_cpd00971_e0	rxn10576,rxn13753,rxn25832,rxn27363,rxn30509,rxn37569,rxn37570,rxn37571	gnl|TC-DB|P31636|2.A.21.3.4	24.706	1.15e-43	162	75	BJKHBEAE_02096 putative symporter YidK	2	474	transporter
gnl|TC-DB|P31636|2.A.21.3.4	2.A.21.3.4	glucose	D-Glucose	EX_cpd00027_e0	rxn05573,rxn08616,rxn09679,rxn09875,rxn08617	gnl|TC-DB|P31636|2.A.21.3.4	18.75	1.25e-06	48.1	76	BJKHBEAE_01753 Cation/acetate symporter ActP	8	477	transporter
gnl|TC-DB|P31636|2.A.21.3.4	2.A.21.3.4	Sodium	Sodium	EX_cpd00971_e0	rxn10576,rxn13753,rxn25832,rxn27363,rxn30509,rxn37569,rxn37570,rxn37571	gnl|TC-DB|P31636|2.A.21.3.4	18.75	1.25e-06	48.1	76	BJKHBEAE_01753 Cation/acetate symporter ActP	8	477	transporter
gnl|TC-DB|P31637|2.A.21.3.5	2.A.21.3.5	Sodium	Sodium	EX_cpd00971_e0	rxn10576,rxn13753,rxn25832,rxn27363,rxn30509,rxn37569,rxn37570,rxn37571	gnl|TC-DB|P31637|2.A.21.3.5	26.63	7.7e-51	183	75	BJKHBEAE_02096 putative symporter YidK	12	497	transporter
gnl|TC-DB|Q5E733|2.A.21.3.7	2.A.21.3.7	glucose	D-Glucose	EX_cpd00027_e0	rxn05573,rxn08616,rxn09679,rxn09875,rxn08617	gnl|TC-DB|Q5E733|2.A.21.3.7	21.353	2.09e-17	82	89	BJKHBEAE_02096 putative symporter YidK	1	460	transporter
sp|Q5E733|NANT_ALIF1|2.A.21.3.7	2.A.21.3.7	glucose	D-Glucose	EX_cpd00027_e0	rxn05573,rxn08616,rxn09679,rxn09875,rxn08617	sp|Q5E733|NANT_ALIF1|2.A.21.3.7	21.353	2.09e-17	82	89	BJKHBEAE_02096 putative symporter YidK	1	460	transporter
gnl|TC-DB|Q5E733|2.A.21.3.7	2.A.21.3.7	galactose	Galactose	EX_cpd00108_e0	rxn05566,rxn08584,rxn34374	gnl|TC-DB|Q5E733|2.A.21.3.7	21.353	2.09e-17	82	89	BJKHBEAE_02096 putative symporter YidK	1	460	transporter
sp|Q5E733|NANT_ALIF1|2.A.21.3.7	2.A.21.3.7	galactose	Galactose	EX_cpd00108_e0	rxn05566,rxn08584,rxn34374	sp|Q5E733|NANT_ALIF1|2.A.21.3.7	21.353	2.09e-17	82	89	BJKHBEAE_02096 putative symporter YidK	1	460	transporter
gnl|TC-DB|Q5E733|2.A.21.3.7	2.A.21.3.7	N-Acetylneuraminate	N-acetylneuraminate	EX_cpd00232_e0	rxn05487,rxn08050	gnl|TC-DB|Q5E733|2.A.21.3.7	21.353	2.09e-17	82	89	BJKHBEAE_02096 putative symporter YidK	1	460	transporter
sp|Q5E733|NANT_ALIF1|2.A.21.3.7	2.A.21.3.7	N-Acetylneuraminate	N-acetylneuraminate	EX_cpd00232_e0	rxn05487,rxn08050	sp|Q5E733|NANT_ALIF1|2.A.21.3.7	21.353	2.09e-17	82	89	BJKHBEAE_02096 putative symporter YidK	1	460	transporter
gnl|TC-DB|Q5E733|2.A.21.3.7	2.A.21.3.7	Sodium	Sodium	EX_cpd00971_e0	rxn10576,rxn13753,rxn25832,rxn27363,rxn30509,rxn37569,rxn37570,rxn37571	gnl|TC-DB|Q5E733|2.A.21.3.7	21.353	2.09e-17	82	89	BJKHBEAE_02096 putative symporter YidK	1	460	transporter
sp|Q5E733|NANT_ALIF1|2.A.21.3.7	2.A.21.3.7	Sodium	Sodium	EX_cpd00971_e0	rxn10576,rxn13753,rxn25832,rxn27363,rxn30509,rxn37569,rxn37570,rxn37571	sp|Q5E733|NANT_ALIF1|2.A.21.3.7	21.353	2.09e-17	82	89	BJKHBEAE_02096 putative symporter YidK	1	460	transporter
gnl|TC-DB|Q5E733|2.A.21.3.7	2.A.21.3.7	glucose	D-Glucose	EX_cpd00027_e0	rxn05573,rxn08616,rxn09679,rxn09875,rxn08617	gnl|TC-DB|Q5E733|2.A.21.3.7	22.009	1.44e-10	60.1	89	BJKHBEAE_03462 Sodium/pantothenate symporter	7	448	transporter
sp|Q5E733|NANT_ALIF1|2.A.21.3.7	2.A.21.3.7	glucose	D-Glucose	EX_cpd00027_e0	rxn05573,rxn08616,rxn09679,rxn09875,rxn08617	sp|Q5E733|NANT_ALIF1|2.A.21.3.7	22.009	1.44e-10	60.1	89	BJKHBEAE_03462 Sodium/pantothenate symporter	7	448	transporter
gnl|TC-DB|Q5E733|2.A.21.3.7	2.A.21.3.7	galactose	Galactose	EX_cpd00108_e0	rxn05566,rxn08584,rxn34374	gnl|TC-DB|Q5E733|2.A.21.3.7	22.009	1.44e-10	60.1	89	BJKHBEAE_03462 Sodium/pantothenate symporter	7	448	transporter
sp|Q5E733|NANT_ALIF1|2.A.21.3.7	2.A.21.3.7	galactose	Galactose	EX_cpd00108_e0	rxn05566,rxn08584,rxn34374	sp|Q5E733|NANT_ALIF1|2.A.21.3.7	22.009	1.44e-10	60.1	89	BJKHBEAE_03462 Sodium/pantothenate symporter	7	448	transporter
gnl|TC-DB|Q5E733|2.A.21.3.7	2.A.21.3.7	N-Acetylneuraminate	N-acetylneuraminate	EX_cpd00232_e0	rxn05487,rxn08050	gnl|TC-DB|Q5E733|2.A.21.3.7	22.009	1.44e-10	60.1	89	BJKHBEAE_03462 Sodium/pantothenate symporter	7	448	transporter
sp|Q5E733|NANT_ALIF1|2.A.21.3.7	2.A.21.3.7	N-Acetylneuraminate	N-acetylneuraminate	EX_cpd00232_e0	rxn05487,rxn08050	sp|Q5E733|NANT_ALIF1|2.A.21.3.7	22.009	1.44e-10	60.1	89	BJKHBEAE_03462 Sodium/pantothenate symporter	7	448	transporter
gnl|TC-DB|Q5E733|2.A.21.3.7	2.A.21.3.7	Sodium	Sodium	EX_cpd00971_e0	rxn10576,rxn13753,rxn25832,rxn27363,rxn30509,rxn37569,rxn37570,rxn37571	gnl|TC-DB|Q5E733|2.A.21.3.7	22.009	1.44e-10	60.1	89	BJKHBEAE_03462 Sodium/pantothenate symporter	7	448	transporter
