# gapseq version: 2.1.0 53f3b612
# Sequence DB version: 1.5 (Bacteria, 2026-05-29)
# genome_format=prot;taxonomy=Bacteria;ORF_coverage=33.25;gram=neg
pathway	rxn	name	ec	keyrea	is_complex	subunit_count	subunits	complex	file	dbhit	spont	type	src	qseqid	pident	evalue	bitscore	qcovs	stitle	sstart	send	exception	status	subunits_found	subunit_undefined_found	complex.status	pathway.status
BETSYN-PWY	BADH-RXN	betaine aldehyde dehydrogenase	1.2.1.8	FALSE	FALSE		NA		rev/1.2.1.8.fasta	rxn01867 rxn01868	FALSE	EC	rev	UniRef90_A9AN00	42.62	3.23e-119	356	97	BJKHBEAE_04001 Phenylacetaldehyde dehydrogenase	22	497	0	good_blast				full
BETSYN-PWY	BADH-RXN	betaine aldehyde dehydrogenase	1.2.1.8	FALSE	FALSE		NA		rev/1.2.1.8.fasta	rxn01867 rxn01868	FALSE	EC	rev	UniRef90_P71016	41.127	6.11e-117	350	96	BJKHBEAE_02964 Aldehyde dehydrogenase B	28	498	0	good_blast				full
BETSYN-PWY	BADH-RXN	betaine aldehyde dehydrogenase	1.2.1.8	FALSE	FALSE		NA		rev/1.2.1.8.fasta	rxn01867 rxn01868	FALSE	EC	rev	UniRef90_A9AN00	41.004	1.49e-115	345	97	BJKHBEAE_03969 Gamma-aminobutyraldehyde dehydrogenase	3	473	0	good_blast				full
BETSYN-PWY	BADH-RXN	betaine aldehyde dehydrogenase	1.2.1.8	FALSE	FALSE		NA		rev/1.2.1.8.fasta	rxn01867 rxn01868	FALSE	EC	rev	UniRef90_B2TCJ9	39.958	6.25e-112	337	97	BJKHBEAE_00715 Succinate-semialdehyde dehydrogenase [NADP(+)] GabD	11	482	0	good_blast				full
BETSYN-PWY	BADH-RXN	betaine aldehyde dehydrogenase	1.2.1.8	FALSE	FALSE		NA		rev/1.2.1.8.fasta	rxn01867 rxn01868	FALSE	EC	rev	UniRef90_P71016	37.448	1.25e-104	318	97	BJKHBEAE_04169 Lactaldehyde dehydrogenase	5	476	0	good_blast				full
BETSYN-PWY	BADH-RXN	betaine aldehyde dehydrogenase	1.2.1.8	FALSE	FALSE		NA		rev/1.2.1.8.fasta	rxn01867 rxn01868	FALSE	EC	rev	UniRef90_A6U6Y9	34.956	1.49e-84	265	93	BJKHBEAE_03393 Succinate semialdehyde dehydrogenase [NAD(P)+] Sad	11	458	0	good_blast				full
BETSYN-PWY	BADH-RXN	betaine aldehyde dehydrogenase	1.2.1.8	FALSE	FALSE		NA		rev/1.2.1.8.fasta	rxn01867 rxn01868	FALSE	EC	rev	UniRef90_Q8P5D8	32.826	1.14e-63	211	93	BJKHBEAE_00242 N-succinylglutamate 5-semialdehyde dehydrogenase	3	452	0	good_blast				full
BETSYN-PWY	BADH-RXN	betaine aldehyde dehydrogenase	1.2.1.8	FALSE	FALSE		NA		rev/1.2.1.8.fasta	rxn01867 rxn01868	FALSE	EC	rev	UniRef90_P71016	30.065	2.57e-47	173	91	BJKHBEAE_03611 Bifunctional protein PutA	659	1101	0	bad_blast				full
BETSYN-PWY	BADH-RXN	betaine aldehyde dehydrogenase	1.2.1.8	FALSE	FALSE		NA		rev/1.2.1.8.fasta	rxn01867 rxn01868	FALSE	EC	rev	UniRef90_A7FKL5	27.924	3.54e-26	109	80	BJKHBEAE_04003 Bifunctional protein PaaZ	31	439	0	bad_blast				full
BETSYN-PWY	BADH-RXN	betaine aldehyde dehydrogenase	1.2.1.8	FALSE	FALSE		NA		rev/1.2.1.8.fasta	rxn01867 rxn01868	FALSE	EC	rev	UniRef90_A7N2Q0	21.655	0.001	37.7	78	BJKHBEAE_01252 Acetaldehyde dehydrogenase (acetylating) EutE	59	430	0	bad_blast				full
BETSYN-PWY	BADH-RXN	betaine aldehyde dehydrogenase	1.2.1.8	FALSE	FALSE		NA		rev/1.2.1.8.fasta	rxn01867 rxn01868	FALSE	EC	rev	UniRef90_B2TCJ9	20.179	0.38	30	87	BJKHBEAE_03771 Gamma-glutamyl phosphate reductase	8	394	0	bad_blast				full
BETSYN-PWY	CHD-RXN	choline dehydrogenase	1.1.99.1	FALSE	FALSE		NA		rev/1.1.99.1.fasta	rxn05921 rxn11931 rxn11935 rxn19288	FALSE	EC	rev	UniRef90_P17444	100	0	1163	100	BJKHBEAE_03327 Oxygen-dependent choline dehydrogenase	1	556	0	good_blast				full
BGALACT-PWY	BETAGALACTOSID-RXN	lactose galactohydrolase	3.2.1.108	FALSE	FALSE		NA		rxn/BETAGALACTOSID-RXN.fasta	rxn00816 rxn07039 rxn11244 rxn15136 rxn15230 rxn15582 rxn15588 rxn35560	FALSE	metacyc	rxn	sp|P00722|BGAL_ECOLI	100	0	2132	100	BJKHBEAE_03358 Beta-galactosidase	1	1024	0	good_blast				full
BGALACT-PWY	BETAGALACTOSID-RXN	lactose galactohydrolase	3.2.1.108	FALSE	FALSE		NA		rxn/BETAGALACTOSID-RXN.fasta	rxn00816 rxn07039 rxn11244 rxn15136 rxn15230 rxn15582 rxn15588 rxn35560	FALSE	metacyc	rxn	sp|P00722|BGAL_ECOLI	34.125	3.15e-177	541	96	BJKHBEAE_01884 Evolved beta-galactosidase subunit alpha	4	980	0	good_blast				full
BGALACT-PWY	BETAGALACTOSID-RXN	lactose galactohydrolase	3.2.1.108	FALSE	FALSE		NA		rxn/BETAGALACTOSID-RXN.fasta	rxn00816 rxn07039 rxn11244 rxn15136 rxn15230 rxn15582 rxn15588 rxn35560	FALSE	metacyc	rxn	tr|Q19R72|Q19R72_LIMRT	23.621	1.17e-21	96.3	82	BJKHBEAE_00375 Beta-glucuronidase	35	580	0	bad_blast				full
BIFIDOSHUNT2	1TRANSKETO-RXN	|1TRANSKETO-RXN|	2.2.1.1	FALSE	FALSE		NA		rev/2.2.1.1.fasta	rxn00785 rxn01200 rxn04443 rxn04676 rxn04678 rxn15228 rxn15271 rxn15630 rxn15640 rxn27536 rxn33863 rxn33864 rxn33865	FALSE	EC	rev	UniRef90_P33570	100	0	1382	100	BJKHBEAE_01242 Transketolase 2	1	667	0	good_blast				
BIFIDOSHUNT2	1TRANSKETO-RXN	|1TRANSKETO-RXN|	2.2.1.1	FALSE	FALSE		NA		rev/2.2.1.1.fasta	rxn00785 rxn01200 rxn04443 rxn04676 rxn04678 rxn15228 rxn15271 rxn15630 rxn15640 rxn27536 rxn33863 rxn33864 rxn33865	FALSE	EC	rev	UniRef90_P27302	100	0	1375	100	BJKHBEAE_02395 Transketolase 1	1	663	0	good_blast				
BIFIDOSHUNT2	1TRANSKETO-RXN	|1TRANSKETO-RXN|	2.2.1.1	FALSE	FALSE		NA		rev/2.2.1.1.fasta	rxn00785 rxn01200 rxn04443 rxn04676 rxn04678 rxn15228 rxn15271 rxn15630 rxn15640 rxn27536 rxn33863 rxn33864 rxn33865	FALSE	EC	rev	UniRef90_P43757	22.373	9.81e-10	58.5	87	BJKHBEAE_02486 1-deoxy-D-xylulose-5-phosphate synthase	30	535	0	bad_blast				
BIFIDOSHUNT2	2PGADEHYDRAT-RXN	|2PGADEHYDRAT-RXN|	4.2.1.11	FALSE	FALSE		NA		rev/4.2.1.11.fasta	rxn00459 rxn02936 rxn33849	FALSE	EC	rev	UniRef90_P0A6P9	100	0	871	100	BJKHBEAE_00831 Enolase	1	432	0	good_blast				
BIFIDOSHUNT2	ACETATEKIN-RXN	|ACETATEKIN-RXN|	2.7.2.1	FALSE	FALSE		NA		rxn/ACETATEKIN-RXN.fasta	rxn00225	FALSE	metacyc	rxn	sp|P0A6A3|ACKA_ECOLI	100	0	824	100	BJKHBEAE_01008 Acetate kinase	1	400	0	good_blast				
BIFIDOSHUNT2	ACETATEKIN-RXN	|ACETATEKIN-RXN|	2.7.2.1	FALSE	FALSE		NA		rxn/ACETATEKIN-RXN.fasta	rxn00225	FALSE	metacyc	rxn	sp|P33221|PURT_ECOLI	100	0	796	100	BJKHBEAE_00140 Formate-dependent phosphoribosylglycinamide formyltransferase	1	392	0	good_blast				
BIFIDOSHUNT2	ACETATEKIN-RXN	|ACETATEKIN-RXN|	2.7.2.1	FALSE	FALSE		NA		rev/2.7.2.1.fasta	rxn00225	FALSE	EC	rev	UniRef90_P76555	100	2.69e-176	480	100	BJKHBEAE_01247 Acetate kinase EutQ	1	233	0	good_blast				
BIFIDOSHUNT2	ACETATEKIN-RXN	|ACETATEKIN-RXN|	2.7.2.1	FALSE	FALSE		NA		rev/2.7.2.1.fasta	rxn00225	FALSE	EC	rev	UniRef90_A4XYH6	49.744	4.22e-123	359	98	BJKHBEAE_01921 Propionate kinase	7	392	0	good_blast				
BIFIDOSHUNT2	ACETATEKIN-RXN	|ACETATEKIN-RXN|	2.7.2.1	FALSE	FALSE		NA		rev/2.7.2.1.fasta	rxn00225	FALSE	EC	rev	UniRef90_P76556	100	8.2e-120	332	100	BJKHBEAE_01246 putative acetate kinase EutP	1	159	0	good_blast				
BIFIDOSHUNT2	ACETATEKIN-RXN	|ACETATEKIN-RXN|	2.7.2.1	FALSE	FALSE		NA		rev/2.7.2.1.fasta	rxn00225	FALSE	EC	rev	UniRef90_P0A208	27.132	0.048	30.4	76	BJKHBEAE_02807 Galactofuranose transporter ATP-binding protein YtfR	38	143	0	bad_blast				
BIFIDOSHUNT2	ACETATEKIN-RXN	|ACETATEKIN-RXN|	2.7.2.1	FALSE	FALSE		NA		rev/2.7.2.1.fasta	rxn00225	FALSE	EC	rev	UniRef90_P76556	26.22	0.039	30.4	91	BJKHBEAE_03577 putative GTP-binding protein EngB	29	184	0	bad_blast				
BIFIDOSHUNT2	ACETATEKIN-RXN	|ACETATEKIN-RXN|	2.7.2.1	FALSE	FALSE		NA		rev/2.7.2.1.fasta	rxn00225	FALSE	EC	rev	UniRef90_P0A208	23.333	2.9	25	97	BJKHBEAE_00643 ABC transporter ATP-binding protein ModF	291	462	0	bad_blast				
BIFIDOSHUNT2	ACETATEKIN-RXN	|ACETATEKIN-RXN|	2.7.2.1	FALSE	FALSE		NA		rev/2.7.2.1.fasta	rxn00225	FALSE	EC	rev	UniRef90_P0A208	27.692	4.8	24.3	79	BJKHBEAE_02754 putative ATP-binding protein YheS	28	144	0	bad_blast				
BIFIDOSHUNT2	FRUCTOSE-6-PHOSPHATE-PHOSPHOKETOLASE-RXN	fructose-6-phosphate phosphoketolase	4.1.2.22	TRUE	FALSE		NA		rev/4.1.2.22.fasta	rxn00548 rxn15060	FALSE	EC	rev									1	no_blast				
BIFIDOSHUNT2	GAPOXNPHOSPHN-RXN	|GAPOXNPHOSPHN-RXN|	1.2.1.12	FALSE	FALSE		NA		rev/1.2.1.12.fasta	rxn00781 rxn33210 rxn33842	FALSE	EC	rev	UniRef90_P0A9B2	100	0	677	100	BJKHBEAE_00209 Glyceraldehyde-3-phosphate dehydrogenase A	1	331	0	good_blast				
BIFIDOSHUNT2	GAPOXNPHOSPHN-RXN	|GAPOXNPHOSPHN-RXN|	1.2.1.12	FALSE	FALSE		NA		rev/1.2.1.12.fasta	rxn00781 rxn33210 rxn33842	FALSE	EC	rev	UniRef90_P50321	53.293	1.47e-131	375	99	BJKHBEAE_02388 D-erythrose-4-phosphate dehydrogenase	1	334	0	good_blast				
BIFIDOSHUNT2	GLUCOKIN-RXN	|GLUCOKIN-RXN|	2.7.1.1/2.7.1.2	FALSE	FALSE		NA		rev/2.7.1.2.fasta	rxn00216 rxn00518 rxn00547 rxn00635 rxn00841 rxn00842 rxn00975 rxn00976 rxn00978 rxn01169 rxn01439 rxn01442 rxn01443 rxn02042 rxn02043 rxn02044 rxn02057 rxn02059 rxn02060 rxn15058 rxn15059 rxn15081 rxn15084 rxn15148 rxn15149 rxn15150 rxn15173 rxn15174 rxn15175 rxn15176 rxn15180 rxn15181 rxn15249 rxn15284 rxn15287 rxn15288 rxn15435 rxn19890 rxn31650 rxn31654 rxn36734 rxn36735 rxn36736 rxn36737 rxn36738 rxn36739 rxn36740 rxn38343 rxn38879 rxn38880 rxn38881 rxn38882 rxn38883 rxn38884	FALSE	EC	rev	UniRef90_P0A6V8	100	0	655	100	BJKHBEAE_00916 Glucokinase	1	321	0	good_blast				
BIFIDOSHUNT2	GLUCOKIN-RXN	|GLUCOKIN-RXN|	2.7.1.1/2.7.1.2	FALSE	FALSE		NA		rev/2.7.1.2.fasta	rxn00216 rxn00518 rxn00547 rxn00635 rxn00841 rxn00842 rxn00975 rxn00976 rxn00978 rxn01169 rxn01439 rxn01442 rxn01443 rxn02042 rxn02043 rxn02044 rxn02057 rxn02059 rxn02060 rxn15058 rxn15059 rxn15081 rxn15084 rxn15148 rxn15149 rxn15150 rxn15173 rxn15174 rxn15175 rxn15176 rxn15180 rxn15181 rxn15249 rxn15284 rxn15287 rxn15288 rxn15435 rxn19890 rxn31650 rxn31654 rxn36734 rxn36735 rxn36736 rxn36737 rxn36738 rxn36739 rxn36740 rxn38343 rxn38879 rxn38880 rxn38881 rxn38882 rxn38883 rxn38884	FALSE	EC	rev	UniRef90_Q9X1I0	31.765	3.44e-40	142	80	BJKHBEAE_00399 DNA-binding transcriptional repressor Mlc	144	392	0	bad_blast				
BIFIDOSHUNT2	GLUCOKIN-RXN	|GLUCOKIN-RXN|	2.7.1.1/2.7.1.2	FALSE	FALSE		NA		rev/2.7.1.2.fasta	rxn00216 rxn00518 rxn00547 rxn00635 rxn00841 rxn00842 rxn00975 rxn00976 rxn00978 rxn01169 rxn01439 rxn01442 rxn01443 rxn02042 rxn02043 rxn02044 rxn02057 rxn02059 rxn02060 rxn15058 rxn15059 rxn15081 rxn15084 rxn15148 rxn15149 rxn15150 rxn15173 rxn15174 rxn15175 rxn15176 rxn15180 rxn15181 rxn15249 rxn15284 rxn15287 rxn15288 rxn15435 rxn19890 rxn31650 rxn31654 rxn36734 rxn36735 rxn36736 rxn36737 rxn36738 rxn36739 rxn36740 rxn38343 rxn38879 rxn38880 rxn38881 rxn38882 rxn38883 rxn38884	FALSE	EC	rev	UniRef90_Q9KCZ4	30.877	5.62e-38	136	86	BJKHBEAE_03745 DNA-binding transcriptional dual regulator NagC	89	364	0	bad_blast				
BIFIDOSHUNT2	GLUCOKIN-RXN	|GLUCOKIN-RXN|	2.7.1.1/2.7.1.2	FALSE	FALSE		NA		rev/2.7.1.2.fasta	rxn00216 rxn00518 rxn00547 rxn00635 rxn00841 rxn00842 rxn00975 rxn00976 rxn00978 rxn01169 rxn01439 rxn01442 rxn01443 rxn02042 rxn02043 rxn02044 rxn02057 rxn02059 rxn02060 rxn15058 rxn15059 rxn15081 rxn15084 rxn15148 rxn15149 rxn15150 rxn15173 rxn15174 rxn15175 rxn15176 rxn15180 rxn15181 rxn15249 rxn15284 rxn15287 rxn15288 rxn15435 rxn19890 rxn31650 rxn31654 rxn36734 rxn36735 rxn36736 rxn36737 rxn36738 rxn36739 rxn36740 rxn38343 rxn38879 rxn38880 rxn38881 rxn38882 rxn38883 rxn38884	FALSE	EC	rev	UniRef90_Q9KCZ4	29.755	6.61e-33	120	95	BJKHBEAE_02461 Fructokinase	3	302	0	bad_blast				
BIFIDOSHUNT2	GLUCOKIN-RXN	|GLUCOKIN-RXN|	2.7.1.1/2.7.1.2	FALSE	FALSE		NA		rev/2.7.1.2.fasta	rxn00216 rxn00518 rxn00547 rxn00635 rxn00841 rxn00842 rxn00975 rxn00976 rxn00978 rxn01169 rxn01439 rxn01442 rxn01443 rxn02042 rxn02043 rxn02044 rxn02057 rxn02059 rxn02060 rxn15058 rxn15059 rxn15081 rxn15084 rxn15148 rxn15149 rxn15150 rxn15173 rxn15174 rxn15175 rxn15176 rxn15180 rxn15181 rxn15249 rxn15284 rxn15287 rxn15288 rxn15435 rxn19890 rxn31650 rxn31654 rxn36734 rxn36735 rxn36736 rxn36737 rxn36738 rxn36739 rxn36740 rxn38343 rxn38879 rxn38880 rxn38881 rxn38882 rxn38883 rxn38884	FALSE	EC	rev	UniRef90_Q9X1I0	29.412	9.25e-28	107	88	BJKHBEAE_01392 N-acetyl-D-glucosamine kinase	4	275	0	bad_blast				
BIFIDOSHUNT2	GLUCOKIN-RXN	|GLUCOKIN-RXN|	2.7.1.1/2.7.1.2	FALSE	FALSE		NA		rev/2.7.1.2.fasta	rxn00216 rxn00518 rxn00547 rxn00635 rxn00841 rxn00842 rxn00975 rxn00976 rxn00978 rxn01169 rxn01439 rxn01442 rxn01443 rxn02042 rxn02043 rxn02044 rxn02057 rxn02059 rxn02060 rxn15058 rxn15059 rxn15081 rxn15084 rxn15148 rxn15149 rxn15150 rxn15173 rxn15174 rxn15175 rxn15176 rxn15180 rxn15181 rxn15249 rxn15284 rxn15287 rxn15288 rxn15435 rxn19890 rxn31650 rxn31654 rxn36734 rxn36735 rxn36736 rxn36737 rxn36738 rxn36739 rxn36740 rxn38343 rxn38879 rxn38880 rxn38881 rxn38882 rxn38883 rxn38884	FALSE	EC	rev	UniRef90_P0A4E1	32.7	5.2e-23	93.6	82	BJKHBEAE_03428 N-acetylmannosamine kinase	3	243	0	bad_blast				
BIFIDOSHUNT2	GLUCOKIN-RXN	|GLUCOKIN-RXN|	2.7.1.1/2.7.1.2	FALSE	FALSE		NA		rxn/GLUCOKIN-RXN.fasta	rxn00216 rxn00518 rxn00547 rxn00635 rxn00841 rxn00842 rxn00975 rxn00976 rxn00978 rxn01169 rxn01439 rxn01442 rxn01443 rxn02042 rxn02043 rxn02044 rxn02057 rxn02059 rxn02060 rxn15058 rxn15059 rxn15081 rxn15084 rxn15148 rxn15149 rxn15150 rxn15173 rxn15174 rxn15175 rxn15176 rxn15180 rxn15181 rxn15249 rxn15284 rxn15287 rxn15288 rxn15435 rxn19890 rxn31650 rxn31654 rxn36734 rxn36735 rxn36736 rxn36737 rxn36738 rxn36739 rxn36740 rxn38343 rxn38879 rxn38880 rxn38881 rxn38882 rxn38883 rxn38884	FALSE	metacyc	rxn	tr|Q8DVE8|Q8DVE8_STRMU	27.64	1.23e-22	93.2	97	BJKHBEAE_01772 D-allose kinase	10	298	0	bad_blast				
BIFIDOSHUNT2	L-LACTATE-DEHYDROGENASE-RXN	L-lactate dehydrogenase	1.1.1.27	FALSE	FALSE		NA		rxn/L-LACTATE-DEHYDROGENASE-RXN.fasta	rxn00499 rxn02228 rxn32805	FALSE	metacyc	rxn	sp|O07021|LUTB_BACSU	55.696	0	561	99	BJKHBEAE_03324 Lactate utilization protein B	1	472	0	good_blast				
BIFIDOSHUNT2	L-LACTATE-DEHYDROGENASE-RXN	L-lactate dehydrogenase	1.1.1.27	FALSE	FALSE		NA		rxn/L-LACTATE-DEHYDROGENASE-RXN.fasta	rxn00499 rxn02228 rxn32805	FALSE	metacyc	rxn	sp|O07020|LUTA_BACSU	52.301	8.43e-90	262	100	BJKHBEAE_03323 Lactate utilization protein A	1	239	0	good_blast				
BIFIDOSHUNT2	L-LACTATE-DEHYDROGENASE-RXN	L-lactate dehydrogenase	1.1.1.27	FALSE	FALSE		NA		rev/1.1.1.27.fasta	rxn00499 rxn02228 rxn32805	FALSE	EC	rev	UniRef90_Q07251	39.189	5.47e-59	191	84	BJKHBEAE_00602 Hydroxycarboxylate dehydrogenase B	33	322	0	bad_blast				
BIFIDOSHUNT2	L-LACTATE-DEHYDROGENASE-RXN	L-lactate dehydrogenase	1.1.1.27	FALSE	FALSE		NA		rxn/L-LACTATE-DEHYDROGENASE-RXN.fasta	rxn00499 rxn02228 rxn32805	FALSE	metacyc	rxn	sp|O32259|LUTC_BACSU	36.885	4.1e-44	145	98	BJKHBEAE_03325 Lactate utilization protein C	1	230	0	bad_blast				
BIFIDOSHUNT2	L-LACTATE-DEHYDROGENASE-RXN	L-lactate dehydrogenase	1.1.1.27	FALSE	FALSE		NA		rev/1.1.1.27.fasta	rxn00499 rxn02228 rxn32805	FALSE	EC	rev	UniRef90_Q07251	29.912	3.4e-29	112	96	BJKHBEAE_03831 Ureidoglycolate dehydrogenase (NAD(+))	1	331	0	bad_blast				
BIFIDOSHUNT2	L-LACTATE-DEHYDROGENASE-RXN	L-lactate dehydrogenase	1.1.1.27	FALSE	FALSE		NA		rev/1.1.1.27.fasta	rxn00499 rxn02228 rxn32805	FALSE	EC	rev	UniRef90_Q07251	24.269	1.62e-28	110	97	BJKHBEAE_02978 2,3-diketo-L-gulonate reductase	1	332	0	bad_blast				
BIFIDOSHUNT2	L-LACTATE-DEHYDROGENASE-RXN	L-lactate dehydrogenase	1.1.1.27	FALSE	FALSE		NA		rev/1.1.1.27.fasta	rxn00499 rxn02228 rxn32805	FALSE	EC	rev	UniRef90_A8F6M1	28.882	6.57e-22	90.9	97	BJKHBEAE_03442 Malate dehydrogenase	1	308	0	bad_blast				
BIFIDOSHUNT2	L-LACTATE-DEHYDROGENASE-RXN	L-lactate dehydrogenase	1.1.1.27	FALSE	FALSE		NA		rxn/L-LACTATE-DEHYDROGENASE-RXN.fasta	rxn00499 rxn02228 rxn32805	FALSE	metacyc	rxn	sp|O07020|LUTA_BACSU	22.172	6.68e-18	79	91	BJKHBEAE_02435 Glycolate oxidase iron-sulfur subunit	169	387	0	bad_blast				
BIFIDOSHUNT2	L-LACTATE-DEHYDROGENASE-RXN	L-lactate dehydrogenase	1.1.1.27	FALSE	FALSE		NA		rxn/L-LACTATE-DEHYDROGENASE-RXN.fasta	rxn00499 rxn02228 rxn32805	FALSE	metacyc	rxn	sp|O07020|LUTA_BACSU	27.602	1.02e-15	72.4	87	BJKHBEAE_01064 Anaerobic glycerol-3-phosphate dehydrogenase subunit C	162	369	0	bad_blast				
BIFIDOSHUNT2	PEPDEPHOS-RXN	|PEPDEPHOS-RXN|	2.7.1.40	FALSE	FALSE		NA		rev/2.7.1.40.fasta	rxn00148 rxn00304 rxn00411 rxn00460 rxn00517 rxn00840 rxn01354 rxn01667 rxn32775	FALSE	EC	rev	UniRef90_P21599	100	0	969	100	BJKHBEAE_00134 Pyruvate kinase II	1	480	0	good_blast				
BIFIDOSHUNT2	PEPDEPHOS-RXN	|PEPDEPHOS-RXN|	2.7.1.40	FALSE	FALSE		NA		rev/2.7.1.40.fasta	rxn00148 rxn00304 rxn00411 rxn00460 rxn00517 rxn00840 rxn01354 rxn01667 rxn32775	FALSE	EC	rev	UniRef90_P0AD61	100	0	956	100	BJKHBEAE_00313 Pyruvate kinase I	1	470	0	good_blast				
BIFIDOSHUNT2	PGLUCISOM-RXN	glucose-6-phosphate isomerase	5.3.1.9	FALSE	FALSE		NA		rev/5.3.1.9.fasta	rxn00558 rxn01977 rxn02380 rxn15364 rxn20522 rxn33602 rxn33838 rxn37760	FALSE	EC	rev	UniRef90_P0A6T1	100	0	1144	100	BJKHBEAE_01707 Glucose-6-phosphate isomerase	1	549	0	good_blast				
BIFIDOSHUNT2	PGLUCISOM-RXN	glucose-6-phosphate isomerase	5.3.1.9	FALSE	FALSE		NA		rxn/PGLUCISOM-RXN.fasta	rxn00558 rxn01977 rxn02380 rxn15364 rxn20522 rxn33602 rxn33838 rxn37760	FALSE	metacyc	rxn	sp|Q46938|KDUI_ECOLI	100	0	583	100	BJKHBEAE_00894 4-deoxy-L-threo-5-hexosulose-uronate ketol-isomerase	1	278	0	good_blast				
BIFIDOSHUNT2	PHOSGLYPHOS-RXN	|PHOSGLYPHOS-RXN|	2.7.2.3	FALSE	FALSE		NA		rev/2.7.2.3.fasta	rxn01100 rxn32521 rxn33845	FALSE	EC	rev	UniRef90_P0A799	100	0	776	100	BJKHBEAE_02387 Phosphoglycerate kinase	1	387	0	good_blast				
BIFIDOSHUNT2	PHOSPHOKETOLASE-RXN	xylulose-5-phosphate phosphoketolase	4.1.2.9	TRUE	FALSE		NA		rev/4.1.2.9.fasta	rxn01187	FALSE	EC	rev									0	no_blast				
BIFIDOSHUNT2	RIB5PISOM-RXN	|RIB5PISOM-RXN|	5.3.1.6	FALSE	FALSE		NA		rev/5.3.1.6.fasta	rxn00777 rxn15114 rxn33860 rxn33861	FALSE	EC	rev	UniRef90_P0A7Z0	100	1.39e-160	439	100	BJKHBEAE_02375 Ribose-5-phosphate isomerase A	1	219	0	good_blast				
BIFIDOSHUNT2	RIB5PISOM-RXN	|RIB5PISOM-RXN|	5.3.1.6	FALSE	FALSE		NA		rev/5.3.1.6.fasta	rxn00777 rxn15114 rxn33860 rxn33861	FALSE	EC	rev	UniRef90_P37351	100	1.77e-109	305	100	BJKHBEAE_01778 Ribose-5-phosphate isomerase B	1	149	0	good_blast				
BIFIDOSHUNT2	RIB5PISOM-RXN	|RIB5PISOM-RXN|	5.3.1.6	FALSE	FALSE		NA		rev/5.3.1.6.fasta	rxn00777 rxn15114 rxn33860 rxn33861	FALSE	EC	rev	UniRef90_Q72J47	25.339	0.000853	36.6	92	BJKHBEAE_04281 Putative 2-dehydro-3-deoxy-D-gluconate aldolase YagE	61	267	0	bad_blast				
BIFIDOSHUNT2	RIBULP3EPIM-RXN	|RIBULP3EPIM-RXN|	5.1.3.1	FALSE	FALSE		NA		rev/5.1.3.1.fasta	rxn01116 rxn33862	FALSE	EC	rev	UniRef90_P0AG07	100	9.71e-168	458	100	BJKHBEAE_02721 Ribulose-phosphate 3-epimerase	1	225	0	good_blast				
BIFIDOSHUNT2	RIBULP3EPIM-RXN	|RIBULP3EPIM-RXN|	5.1.3.1	FALSE	FALSE		NA		rev/5.1.3.1.fasta	rxn01116 rxn33862	FALSE	EC	rev	UniRef90_P74061	39.234	4.76e-51	162	90	BJKHBEAE_01773 D-allulose-6-phosphate 3-epimerase	3	209	0	bad_blast				
BIFIDOSHUNT2	RIBULP3EPIM-RXN	|RIBULP3EPIM-RXN|	5.1.3.1	FALSE	FALSE		NA		rev/5.1.3.1.fasta	rxn01116 rxn33862	FALSE	EC	rev	UniRef90_Q9L0Z5	35.821	2.57e-33	116	87	BJKHBEAE_02202 Ribulose-phosphate 3-epimerase	3	199	0	bad_blast				
BIFIDOSHUNT2	RXN-15513	|RXN-15513|	5.4.2.11	FALSE	FALSE		NA		rev/5.4.2.11.fasta	rxn01104 rxn01106 rxn01216 rxn18917 rxn33847	FALSE	EC	rev	UniRef90_P62707	100	0	511	100	BJKHBEAE_00648 2,3-bisphosphoglycerate-dependent phosphoglycerate mutase	1	250	0	good_blast				
BIFIDOSHUNT2	RXN-15513	|RXN-15513|	5.4.2.11	FALSE	FALSE		NA		rev/5.4.2.11.fasta	rxn01104 rxn01106 rxn01216 rxn18917 rxn33847	FALSE	EC	rev	UniRef90_Q6MEW4	25.346	7.29e-15	67.8	96	BJKHBEAE_03141 Adenosylcobalamin/alpha-ribazole phosphatase	1	184	0	bad_blast				
BIFIDOSHUNT2	RXN-15513	|RXN-15513|	5.4.2.11	FALSE	FALSE		NA		rev/5.4.2.11.fasta	rxn01104 rxn01106 rxn01216 rxn18917 rxn33847	FALSE	EC	rev	UniRef90_Q74L45	29.63	2.48e-11	58.2	83	BJKHBEAE_02303 Putative phosphoserine phosphatase 2	1	161	0	bad_blast				
BIFIDOSHUNT2	RXN-15513	|RXN-15513|	5.4.2.11	FALSE	FALSE		NA		rev/5.4.2.11.fasta	rxn01104 rxn01106 rxn01216 rxn18917 rxn33847	FALSE	EC	rev	UniRef90_B6IYD3	24.737	2.3	26.2	76	BJKHBEAE_03591 Periplasmic protein TorT	27	208	0	bad_blast				
BIFIDOSHUNT2	RXN-15513	|RXN-15513|	5.4.2.11	FALSE	FALSE		NA		rev/5.4.2.11.fasta	rxn01104 rxn01106 rxn01216 rxn18917 rxn33847	FALSE	EC	rev	UniRef90_B4SEI0	22.33	3.2	25.8	78	BJKHBEAE_02741 Nitrite reductase [NAD(P)H]	590	776	0	bad_blast				
